ticker,company_name,market,sector,industry,internal_category,financial_type,notes,company_name_jpx,market_jpx,sector_jpx,company_name_yf,market_yf,sector_yf,industry_yf,quote_type,currency,country,website,yf_fetch_status
1326.T,SPDR Gold Shares,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＳＰＤＲゴールド・シェア,ETF・ETN,,SPDR Gold Shares,JPX,,,ETF,JPY,,,ok
1328.T,NEXT FUNDS Gold Price Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,ETF・ETN,,NEXT FUNDS Gold Price Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1329.T,iShares Core Nikkei 225 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ・コア　日経２２５　ＥＴＦ,ETF・ETN,,iShares Core Nikkei 225 ETF,JPX,,,ETF,JPY,,,ok
1330.T,Amova Exchange Traded Index Fund 225,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド２２５,ETF・ETN,,Amova Exchange Traded Index Fund 225,JPX,,,ETF,JPY,,,ok
1343.T,NEXT FUNDS REIT INDEX ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,ETF・ETN,,NEXT FUNDS REIT INDEX ETF,JPX,,,ETF,JPY,,,ok
1345.T,Listed Index Fund J-REIT (Tokyo Stock Exchange REIT Index),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF・ETN,,Listed Index Fund J-REIT (Tokyo Stock Exchange REIT Index),JPX,,,ETF,JPY,,,ok
1346.T,MAXIS NIKKEI225 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＭＡＸＩＳ　日経２２５上場投信,ETF・ETN,,MAXIS NIKKEI225 ETF,JPX,,,ETF,JPY,,,ok
1348.T,MAXIS TOPIX ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＭＡＸＩＳ　トピックス上場投信,ETF・ETN,,MAXIS TOPIX ETF,JPX,,,ETF,JPY,,,ok
1349.T,ABF Pan Asia Bond Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＡＢＦ汎アジア債券インデックス・ファンド,ETF・ETN,,ABF Pan Asia Bond Index,JPX,,,ETF,JPY,,,ok
1356.T,TOPIX Bear -2x ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＴＯＰＩＸベア２倍上場投信,ETF・ETN,,TOPIX Bear -2x ETF,JPX,,,ETF,JPY,,,ok
1357.T,NEXT FUNDS Nikkei 225 Double Inverse Index ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF・ETN,,NEXT FUNDS Nikkei 225 Double Inverse Index ETF,JPX,,,ETF,JPY,,,ok
1358.T,Listed Index Fund Nikkei Leveraged Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド日経レバレッジ指数,ETF・ETN,,Listed Index Fund Nikkei Leveraged Index,JPX,,,ETF,JPY,,,ok
1360.T,Nikkei225 Bear -2x ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,日経平均ベア２倍上場投信,ETF・ETN,,Nikkei225 Bear -2x ETF,JPX,,,ETF,JPY,,,ok
1364.T,iShares JPX-Nikkei 400 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,,iShares JPX-Nikkei 400 ETF,JPX,,,ETF,JPY,,,ok
1365.T,Daiwa ETF Japan Nikkei225 Leveraged Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,ETF・ETN,,Daiwa ETF Japan Nikkei225 Leveraged Index,JPX,,,ETF,JPY,,,ok
1366.T,Daiwa ETF Japan Nikkei225 Double Inverse Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,ETF・ETN,,Daiwa ETF Japan Nikkei225 Double Inverse Index,JPX,,,ETF,JPY,,,ok
1367.T,Daiwa ETF Japan TOPIX Leveraged (2x) Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,ETF・ETN,,Daiwa ETF Japan TOPIX Leveraged (2x) Index,JPX,,,ETF,JPY,,,ok
1368.T,Daiwa ETF Japan TOPIX Double Inverse (-2x) Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（－２倍）指数,ETF・ETN,,Daiwa ETF Japan TOPIX Double Inverse (-2x) Index,JPX,,,ETF,JPY,,,ok
1369.T,One ETF Nikkei225,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　日経２２５,ETF・ETN,,One ETF Nikkei225,JPX,,,ETF,JPY,,,ok
1397.T,SMDAM NIKKEI225 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＳＭＤＡＭ　日経２２５上場投信,ETF・ETN,,SMDAM NIKKEI225 ETF,JPX,,,ETF,JPY,,,ok
1398.T,SMDAM REIT Index ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,ETF・ETN,,SMDAM REIT Index ETF,JPX,,,ETF,JPY,,,ok
1399.T,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,ETF・ETN,,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility,JPX,,,ETF,JPY,,,ok
1456.T,Daiwa ETF Japan Nikkei225 Inverse Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,ETF・ETN,,Daiwa ETF Japan Nikkei225 Inverse Index,JPX,,,ETF,JPY,,,ok
1457.T,Daiwa ETF Japan TOPIX Inverse (-1x) Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（－１倍）指数,ETF・ETN,,Daiwa ETF Japan TOPIX Inverse (-1x) Index,JPX,,,ETF,JPY,,,ok
1458.T,Rakuten ETF-Nikkei 225 Leveraged Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,楽天ＥＴＦ‐日経レバレッジ指数連動型,ETF・ETN,,Rakuten ETF-Nikkei 225 Leveraged Index,JPX,,,ETF,JPY,,,ok
1459.T,Rakuten ETF-Nikkei 225 Double Inverse Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,楽天ＥＴＦ‐日経ダブルインバース指数連動型,ETF・ETN,,Rakuten ETF-Nikkei 225 Double Inverse Index,JPX,,,ETF,JPY,,,ok
1466.T,Daiwa ETF Japan JPX-Nikkei 400 Double Inverse (-2x) Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,ETF・ETN,,Daiwa ETF Japan JPX-Nikkei 400 Double Inverse (-2x) Index,JPX,,,ETF,JPY,,,ok
1469.T,JPX-Nikkei 400 Bear -2x Double Inverse ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,ETF・ETN,,JPX-Nikkei 400 Bear -2x Double Inverse ETF,JPX,,,ETF,JPY,,,ok
1472.T,NEXT FUNDS JPX-Nikkei 400 Double Inverse Index Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,ETF・ETN,,NEXT FUNDS JPX-Nikkei 400 Double Inverse Index Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1473.T,One ETF TOPIX,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　トピックス,ETF・ETN,,One ETF TOPIX,JPX,,,ETF,JPY,,,ok
1474.T,One ETF JPX-Nikkei 400,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,ETF・ETN,,One ETF JPX-Nikkei 400,JPX,,,ETF,JPY,,,ok
1475.T,iShares Core TOPIX ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,ETF・ETN,,iShares Core TOPIX ETF,JPX,,,ETF,JPY,,,ok
1476.T,iShares Core Japan REIT ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,ETF・ETN,,iShares Core Japan REIT ETF,JPX,,,ETF,JPY,,,ok
1477.T,iShares MSCI Japan Minimum Volatility ex-REITs ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,ETF・ETN,,iShares MSCI Japan Minimum Volatility ex-REITs ETF,JPX,,,ETF,JPY,,,ok
1478.T,iShares MSCI Japan High Dividend ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF・ETN,,iShares MSCI Japan High Dividend ETF,JPX,,,ETF,JPY,,,ok
1479.T,Daiwa ETF MSCI Japan Human and Physical Investment Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,ETF・ETN,,Daiwa ETF MSCI Japan Human and Physical Investment Index,JPX,,,ETF,JPY,,,ok
1480.T,NEXT FUNDS Nomura Enterprise Value Allocation Index Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,ETF・ETN,,NEXT FUNDS Nomura Enterprise Value Allocation Index Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1481.T,Listed Index Fund Japanese Economy Contributor Stocks,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド日本経済貢献株,ETF・ETN,,Listed Index Fund Japanese Economy Contributor Stocks,JPX,,,ETF,JPY,,,ok
1482.T,iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,,iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF,JPX,,,ETF,JPY,,,ok
1483.T,iShares JPX/S&P CAPEX & Human Capital ETF,ETF・ETN,,,other_financial,other_financial,industry_missing; sector_missing,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,ETF・ETN,,iShares JPX/S&P CAPEX & Human Capital ETF,JPX,,,ETF,JPY,,,ok
1484.T,One ETF JPX/S&P CAPEX & Human Capital Index,ETF・ETN,,,other_financial,other_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,ETF・ETN,,One ETF JPX/S&P CAPEX & Human Capital Index,JPX,,,ETF,JPY,,,ok
1485.T,MAXIS JAPAN Proactive Investment in Physical and Human Capital 200 Idx ETF,ETF・ETN,,,other_financial,other_financial,industry_missing; sector_missing,ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,ETF・ETN,,MAXIS JAPAN Proactive Investment in Physical and Human Capital 200 Idx ETF,JPX,,,ETF,JPY,,,ok
1486.T,Listed Index Fund US Bond (No Currency Hedge),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド米国債券（為替ヘッジなし）,ETF・ETN,,Listed Index Fund US Bond (No Currency Hedge),JPX,,,ETF,JPY,,,ok
1487.T,Listed Index Fund US Bond (Currency Hedge),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド米国債券（為替ヘッジあり）,ETF・ETN,,Listed Index Fund US Bond (Currency Hedge),JPX,,,ETF,JPY,,,ok
1488.T,Daiwa ETF Tokyo Stock Exchange REIT Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,,Daiwa ETF Tokyo Stock Exchange REIT Index,JPX,,,ETF,JPY,,,ok
1489.T,NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fd,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,ETF・ETN,,NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fd,JPX,,,ETF,JPY,,,ok
1490.T,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility(Beta Hdg),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,ETF・ETN,,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility(Beta Hdg),JPX,,,ETF,JPY,,,ok
1493.T,One ETF JPX-Nikkei Mid Small,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,ETF・ETN,,One ETF JPX-Nikkei Mid Small,JPX,,,ETF,JPY,,,ok
1494.T,One ETF High Dividend Japan Equity,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF・ETN,,One ETF High Dividend Japan Equity,JPX,,,ETF,JPY,,,ok
1495.T,Listed Index Fund Asian REIT,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンドアジアリート,ETF・ETN,,Listed Index Fund Asian REIT,JPX,,,ETF,JPY,,,ok
1496.T,iShares USD Investment Grade Corporate Bond JPY Hedged ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,,iShares USD Investment Grade Corporate Bond JPY Hedged ETF,JPX,,,ETF,JPY,,,ok
1497.T,iShares USD High Yield Corporate Bond JPY Hedged ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,,iShares USD High Yield Corporate Bond JPY Hedged ETF,JPX,,,ETF,JPY,,,ok
1498.T,One ETF ESG,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF・ETN,,One ETF ESG,JPX,,,ETF,JPY,,,ok
1499.T,MAXIS Japan Equity High Dividend 70 Market Neutral ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,ETF・ETN,,MAXIS Japan Equity High Dividend 70 Market Neutral ETF,JPX,,,ETF,JPY,,,ok
1540.T,Japan Physical Gold ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,純金上場信託（現物国内保管型）,ETF・ETN,,Japan Physical Gold ETF,JPX,,,ETF,JPY,,,ok
1541.T,Japan Physical Platinum ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,純プラチナ上場信託（現物国内保管型）,ETF・ETN,,Japan Physical Platinum ETF,JPX,,,ETF,JPY,,,ok
1542.T,Japan Physical Silver ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,純銀上場信託（現物国内保管型）,ETF・ETN,,Japan Physical Silver ETF,JPX,,,ETF,JPY,,,ok
1543.T,Japan Physical Palladium ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,純パラジウム上場信託（現物国内保管型）,ETF・ETN,,Japan Physical Palladium ETF,JPX,,,ETF,JPY,,,ok
1545.T,NEXT FUNDS NASDAQ-100(R) (Unhedged) Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,ETF・ETN,,NEXT FUNDS NASDAQ-100(R) (Unhedged) Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1546.T,NEXT FUNDS DJIA (Unhedged) Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,ETF・ETN,,NEXT FUNDS DJIA (Unhedged) Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1547.T,Listed Index Fund US Equity (S&P500),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF・ETN,,Listed Index Fund US Equity (S&P500),JPX,,,ETF,JPY,,,ok
1550.T,MAXIS Global Equity (MSCI Kokusai) ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,ETF・ETN,,MAXIS Global Equity (MSCI Kokusai) ETF,JPX,,,ETF,JPY,,,ok
1551.T,TSE Standard Top 20 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,東証スタンダードＴＯＰ２０ＥＴＦ,ETF・ETN,,TSE Standard Top 20 ETF,JPX,,,ETF,JPY,,,ok
1554.T,Listed Index Fund World Equity (MSCI ACWI) ex Japan,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,ETF・ETN,,Listed Index Fund World Equity (MSCI ACWI) ex Japan,JPX,,,ETF,JPY,,,ok
1555.T,Listed Index Fund Australian REIT (S&P/ASX200 A-REIT),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ－ＲＥＩＴ）,ETF・ETN,,Listed Index Fund Australian REIT (S&P/ASX200 A-REIT),JPX,,,ETF,JPY,,,ok
1557.T,State Street SPDR S&P 500 ETF Trust,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,Ｓｔａｔｅ　Ｓｔｒｅｅｔ　ＳＰＤＲ　Ｓ＆Ｐ　５００　ＥＴＦ,ETF・ETN,,State Street SPDR S&P 500 ETF Trust,JPX,,,ETF,JPY,,,ok
1559.T,NEXT FUNDS Thai Stock SET50 Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,ETF・ETN,,NEXT FUNDS Thai Stock SET50 Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1560.T,NEXT FUNDS FTSE Bursa Malaysia KLCI Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,ETF・ETN,,NEXT FUNDS FTSE Bursa Malaysia KLCI Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1563.T,TSE Growth Core ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,東証グロース・コアＥＴＦ,ETF・ETN,,TSE Growth Core ETF,JPX,,,ETF,JPY,,,ok
1566.T,Listed Index Fund Emerging Bond,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド新興国債券,ETF・ETN,,Listed Index Fund Emerging Bond,JPX,,,ETF,JPY,,,ok
1568.T,TOPIX Bull 2x ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＴＯＰＩＸブル２倍上場投信,ETF・ETN,,TOPIX Bull 2x ETF,JPX,,,ETF,JPY,,,ok
1569.T,TOPIX Bear -1x ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＴＯＰＩＸベア上場投信,ETF・ETN,,TOPIX Bear -1x ETF,JPX,,,ETF,JPY,,,ok
1570.T,NEXT FUNDS Nikkei 225 Leveraged Index Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF・ETN,,NEXT FUNDS Nikkei 225 Leveraged Index Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1571.T,NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,ETF・ETN,,NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1572.T,China Bull 2x HSCEI ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,中国Ｈ株ブル２倍上場投信,ETF・ETN,,China Bull 2x HSCEI ETF,JPX,,,ETF,JPY,,,ok
1573.T,China Bear -1x HSCEI ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,中国Ｈ株ベア上場投信,ETF・ETN,,China Bear -1x HSCEI ETF,JPX,,,ETF,JPY,,,ok
1577.T,NEXT FUNDS Nomura Japan Equity High Dividend 70 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,ETF・ETN,,NEXT FUNDS Nomura Japan Equity High Dividend 70 ETF,JPX,,,ETF,JPY,,,ok
1578.T,Listed Index Fund Nikkei 225 (Mini),ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンド日経２２５（ミニ）,ETF・ETN,,Listed Index Fund Nikkei 225 (Mini),JPX,,,ETF,JPY,,,ok
1579.T,Nikkei225 Bull 2x ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,日経平均ブル２倍上場投信,ETF・ETN,,Nikkei225 Bull 2x ETF,JPX,,,ETF,JPY,,,ok
1580.T,Nikkei225 Bear -1x ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,日経平均ベア上場投信,ETF・ETN,,Nikkei225 Bear -1x ETF,JPX,,,ETF,JPY,,,ok
1585.T,Daiwa ETF TOPIX Ex-Financials,ETF・ETN,,,other_financial,other_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,,Daiwa ETF TOPIX Ex-Financials,JPX,,,ETF,JPY,,,ok
1586.T,Listed Index Fund TOPIX Ex-Financials,ETF・ETN,,,other_financial,other_financial,industry_missing; sector_missing,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,,Listed Index Fund TOPIX Ex-Financials,JPX,,,ETF,JPY,,,ok
1591.T,NEXT FUNDS JPX-Nikkei Index 400 Exchange Traded Fund,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,ETF・ETN,,NEXT FUNDS JPX-Nikkei Index 400 Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1592.T,Listed Index Fund JPX-Nikkei Index 400,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,上場インデックスファンドＪＰＸ日経インデックス４００,ETF・ETN,,Listed Index Fund JPX-Nikkei Index 400,JPX,,,ETF,JPY,,,ok
1593.T,MAXIS JPX-Nikkei Index 400 ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,ETF・ETN,,MAXIS JPX-Nikkei Index 400 ETF,JPX,,,ETF,JPY,,,ok
1595.T,NZAM ETF J-REIT Index,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,ETF・ETN,,NZAM ETF J-REIT Index,JPX,,,ETF,JPY,,,ok
1596.T,NZAM ETF TOPIX Ex-Financials,ETF・ETN,,,other_financial,other_financial,industry_missing; sector_missing,ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,,NZAM ETF TOPIX Ex-Financials,JPX,,,ETF,JPY,,,ok
1597.T,MAXIS J-REIT ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＭＡＸＩＳ　Ｊリート上場投信,ETF・ETN,,MAXIS J-REIT ETF,JPX,,,ETF,JPY,,,ok
1599.T,Daiwa ETF JPX-Nikkei 400,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,ETF・ETN,,Daiwa ETF JPX-Nikkei 400,JPX,,,ETF,JPY,,,ok
1615.T,NEXT FUNDS TOPIX Banks Exchange Traded Fund,ETF・ETN,,,bank,bank,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,ETF・ETN,,NEXT FUNDS TOPIX Banks Exchange Traded Fund,JPX,,,ETF,JPY,,,ok
1617.T,NEXT FUNDS TOPIX-17 FOODS ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,,NEXT FUNDS TOPIX-17 FOODS ETF,JPX,,,ETF,JPY,,,ok
1618.T,NEXT FUNDS TOPIX-17 ENERGY RESOURCES ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,,NEXT FUNDS TOPIX-17 ENERGY RESOURCES ETF,JPX,,,ETF,JPY,,,ok
1619.T,NEXT FUNDS TOPIX-17 CONSTRUCTION & MATERIALS ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,,NEXT FUNDS TOPIX-17 CONSTRUCTION & MATERIALS ETF,JPX,,,ETF,JPY,,,ok
1620.T,NEXT FUNDS TOPIX-17 RAW MATERIALS & CHEMICALS ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,,NEXT FUNDS TOPIX-17 RAW MATERIALS & CHEMICALS ETF,JPX,,,ETF,JPY,,,ok
1621.T,NEXT FUNDS TOPIX-17 PHARMACEUTICAL ETF,ETF・ETN,,,unknown,non_financial,industry_missing; sector_missing,ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,,NEXT FUNDS TOPIX-17 PHARMACEUTICAL ETF,JPX,,,ETF,JPY,,,ok
