ticker,company_name,market,sector,industry,internal_category,financial_type,notes,company_name_jpx,market_jpx,sector_jpx,company_name_yf,market_yf,sector_yf,industry_yf,quote_type,currency,country,website,yf_fetch_status
8058.T,Mitsubishi Corporation,Prime,Industrials,Conglomerates,non_financial,non_financial,,三菱商事,Prime,,Mitsubishi Corporation,JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.mitsubishicorp.com,ok
8059.T,"Daiichi Jitsugyo Co., Ltd.",Prime,Industrials,Specialty Industrial Machinery,non_financial,non_financial,,第一実業,Prime,,"Daiichi Jitsugyo Co., Ltd.",JPX,Industrials,Specialty Industrial Machinery,EQUITY,JPY,Japan,https://www.djk.co.jp,ok
8060.T,Canon Marketing Japan Inc.,Prime,Industrials,Business Equipment & Supplies,non_financial,non_financial,,キヤノンマーケティングジャパン,Prime,,Canon Marketing Japan Inc.,JPX,Industrials,Business Equipment & Supplies,EQUITY,JPY,Japan,https://canon.jp,ok
8061.T,Seika Corporation,Prime,Industrials,Industrial Distribution,non_financial,non_financial,,西華産業,Prime,,Seika Corporation,JPX,Industrials,Industrial Distribution,EQUITY,JPY,Japan,https://www.seika.com,ok
8065.T,Sato Shoji Corporation,Prime,Basic Materials,Steel,non_financial,non_financial,,佐藤商事,Prime,,Sato Shoji Corporation,JPX,Basic Materials,Steel,EQUITY,JPY,Japan,https://www.satoshoji.co.jp,ok
8070.T,"Tokyo Sangyo Co., Ltd.",Prime,Industrials,Conglomerates,non_financial,non_financial,,東京産業,Prime,,"Tokyo Sangyo Co., Ltd.",JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.tscom.co.jp,ok
8074.T,"Yuasa Trading Co., Ltd.",Prime,Industrials,Specialty Industrial Machinery,non_financial,non_financial,,ユアサ商事,Prime,,"Yuasa Trading Co., Ltd.",JPX,Industrials,Specialty Industrial Machinery,EQUITY,JPY,Japan,https://www.yuasa.co.jp,ok
8075.T,Shinsho Corporation,Prime,Basic Materials,Steel,non_financial,non_financial,,神鋼商事,Prime,,Shinsho Corporation,JPX,Basic Materials,Steel,EQUITY,JPY,Japan,https://www.shinsho.co.jp,ok
8078.T,"Hanwa Co., Ltd.",Prime,Industrials,Conglomerates,non_financial,non_financial,,阪和興業,Prime,,"Hanwa Co., Ltd.",JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.hanwa.co.jp,ok
8079.T,Shoei Foods Corporation,Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,正栄食品工業,Prime,,Shoei Foods Corporation,JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.shoeifoods.co.jp,ok
8081.T,Kanaden Corporation,Prime,Industrials,Conglomerates,non_financial,non_financial,,カナデン,Prime,,Kanaden Corporation,JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.kanaden.co.jp,ok
8084.T,Ryoden Corporation,Prime,Technology,Semiconductors,non_financial,non_financial,,ＲＹＯＤＥＮ,Prime,,Ryoden Corporation,JPX,Technology,Semiconductors,EQUITY,JPY,Japan,https://www.ryoden.co.jp,ok
8086.T,Nipro Corporation,Prime,Healthcare,Medical Instruments & Supplies,non_financial,non_financial,,ニプロ,Prime,,Nipro Corporation,JPX,Healthcare,Medical Instruments & Supplies,EQUITY,JPY,Japan,https://www.nipro.co.jp,ok
8088.T,Iwatani Corporation,Prime,Industrials,Conglomerates,non_financial,non_financial,,岩谷産業,Prime,,Iwatani Corporation,JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.iwatani.co.jp,ok
8091.T,"Nichimo Co., Ltd.",Prime,Consumer Defensive,Packaged Foods,non_financial,non_financial,,ニチモウ,Prime,,"Nichimo Co., Ltd.",JPX,Consumer Defensive,Packaged Foods,EQUITY,JPY,Japan,https://www.nichimo.co.jp,ok
8093.T,"Kyokuto Boeki Kaisha, Ltd.",Prime,Technology,Electronics & Computer Distribution,non_financial,non_financial,,極東貿易,Prime,,"Kyokuto Boeki Kaisha, Ltd.",JPX,Technology,Electronics & Computer Distribution,EQUITY,JPY,Japan,https://www.kbk.co.jp,ok
8095.T,"Astena Holdings Co., Ltd.",Prime,Industrials,Conglomerates,non_financial,non_financial,,アステナホールディングス,Prime,,"Astena Holdings Co., Ltd.",JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.astena-hd.com,ok
8097.T,"San-Ai Obbli Co., Ltd.",Prime,Energy,Oil & Gas Refining & Marketing,non_financial,non_financial,,三愛オブリ,Prime,,"San-Ai Obbli Co., Ltd.",JPX,Energy,Oil & Gas Refining & Marketing,EQUITY,JPY,Japan,https://www.san-ai-obbli.com,ok
8098.T,"Inabata & Co.,Ltd.",Prime,Basic Materials,Specialty Chemicals,non_financial,non_financial,,稲畑産業,Prime,,"Inabata & Co.,Ltd.",JPX,Basic Materials,Specialty Chemicals,EQUITY,JPY,Japan,https://www.inabata.co.jp,ok
8101.T,GSI Creos Corporation,Prime,Consumer Cyclical,Textile Manufacturing,non_financial,non_financial,,ＧＳＩクレオス,Prime,,GSI Creos Corporation,JPX,Consumer Cyclical,Textile Manufacturing,EQUITY,JPY,Japan,https://www.gsi.co.jp,ok
8103.T,Meiwa Corporation,Prime,Industrials,Industrial Distribution,non_financial,non_financial,,明和産業,Prime,,Meiwa Corporation,JPX,Industrials,Industrial Distribution,EQUITY,JPY,Japan,https://www.meiwa.co.jp,ok
8111.T,Goldwin Inc.,Prime,Consumer Cyclical,Apparel Manufacturing,non_financial,non_financial,,ゴールドウイン,Prime,,Goldwin Inc.,JPX,Consumer Cyclical,Apparel Manufacturing,EQUITY,JPY,Japan,https://www.goldwin.co.jp,ok
8113.T,Unicharm Corporation,Prime,Consumer Defensive,Household & Personal Products,non_financial,non_financial,,ユニ・チャーム,Prime,,Unicharm Corporation,JPX,Consumer Defensive,Household & Personal Products,EQUITY,JPY,Japan,https://www.unicharm.co.jp,ok
8125.T,"Wakita & Co.,LTD.",Prime,Industrials,Farm & Heavy Construction Machinery,non_financial,non_financial,,ワキタ,Prime,,"Wakita & Co.,LTD.",JPX,Industrials,Farm & Heavy Construction Machinery,EQUITY,JPY,Japan,https://www.wakita.co.jp,ok
8129.T,"Toho Holdings Co., Ltd.",Prime,Healthcare,Medical Distribution,non_financial,non_financial,,東邦ホールディングス,Prime,,"Toho Holdings Co., Ltd.",JPX,Healthcare,Medical Distribution,EQUITY,JPY,Japan,https://www.tohohd.co.jp,ok
8130.T,Sangetsu Corporation,Prime,Consumer Cyclical,"Furnishings, Fixtures & Appliances",non_financial,non_financial,,サンゲツ,Prime,,Sangetsu Corporation,JPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY,JPY,Japan,https://www.sangetsu.co.jp,ok
8132.T,"Sinanen Holdings Co., Ltd.",Prime,Energy,Oil & Gas Refining & Marketing,non_financial,non_financial,,シナネンホールディングス,Prime,,"Sinanen Holdings Co., Ltd.",JPX,Energy,Oil & Gas Refining & Marketing,EQUITY,JPY,Japan,https://sinanengroup.co.jp,ok
8133.T,"Itochu Enex Co.,Ltd.",Prime,Energy,Oil & Gas Refining & Marketing,non_financial,non_financial,,伊藤忠エネクス,Prime,,"Itochu Enex Co.,Ltd.",JPX,Energy,Oil & Gas Refining & Marketing,EQUITY,JPY,Japan,https://www.itcenex.com,ok
8136.T,"Sanrio Company, Ltd.",Prime,Consumer Cyclical,Specialty Retail,non_financial,non_financial,,サンリオ,Prime,,"Sanrio Company, Ltd.",JPX,Consumer Cyclical,Specialty Retail,EQUITY,JPY,Japan,https://www.sanrio.co.jp,ok
8137.T,Sun-Wa Technos Corporation,Prime,Technology,Electronics & Computer Distribution,non_financial,non_financial,,サンワテクノス,Prime,,Sun-Wa Technos Corporation,JPX,Technology,Electronics & Computer Distribution,EQUITY,JPY,Japan,https://www.sunwa.co.jp,ok
8141.T,"Shinko Shoji Co., Ltd.",Prime,Technology,Electronics & Computer Distribution,non_financial,non_financial,,新光商事,Prime,,"Shinko Shoji Co., Ltd.",JPX,Technology,Electronics & Computer Distribution,EQUITY,JPY,Japan,https://shinko-sj.co.jp,ok
8142.T,"Toho Co., Ltd.",Prime,Consumer Defensive,Food Distribution,non_financial,non_financial,,トーホー,Prime,,"Toho Co., Ltd.",JPX,Consumer Defensive,Food Distribution,EQUITY,JPY,Japan,https://www.to-ho.co.jp,ok
8150.T,"Sanshin Electronics Co., Ltd.",Prime,Technology,Semiconductors,non_financial,non_financial,,三信電気,Prime,,"Sanshin Electronics Co., Ltd.",JPX,Technology,Semiconductors,EQUITY,JPY,Japan,https://www.sanshin.co.jp,ok
8151.T,TOYO Corporation,Prime,Technology,Scientific & Technical Instruments,non_financial,non_financial,,東陽テクニカ,Prime,,TOYO Corporation,JPX,Technology,Scientific & Technical Instruments,EQUITY,JPY,Japan,https://www.toyo.co.jp,ok
8153.T,"Mos Food Services, Inc.",Prime,Consumer Cyclical,Restaurants,non_financial,non_financial,,モスフードサービス,Prime,,"Mos Food Services, Inc.",JPX,Consumer Cyclical,Restaurants,EQUITY,JPY,Japan,https://www.mos.co.jp,ok
8154.T,"Kaga Electronics Co.,Ltd.",Prime,Technology,Electronic Components,non_financial,non_financial,,加賀電子,Prime,,"Kaga Electronics Co.,Ltd.",JPX,Technology,Electronic Components,EQUITY,JPY,Japan,https://www.taxan.co.jp,ok
8157.T,"Tsuzuki Denki Co., Ltd.",Prime,Industrials,Conglomerates,non_financial,non_financial,,都築電気,Prime,,"Tsuzuki Denki Co., Ltd.",JPX,Industrials,Conglomerates,EQUITY,JPY,Japan,https://www.tsuzuki.co.jp,ok
8158.T,"Soda Nikka Co., Ltd.",Prime,Basic Materials,Chemicals,non_financial,non_financial,,ソーダニッカ,Prime,,"Soda Nikka Co., Ltd.",JPX,Basic Materials,Chemicals,EQUITY,JPY,Japan,https://www.sodanikka.co.jp,ok
8159.T,"Tachibana Eletech Co., Ltd.",Prime,Technology,Electronic Components,non_financial,non_financial,,立花エレテック,Prime,,"Tachibana Eletech Co., Ltd.",JPX,Technology,Electronic Components,EQUITY,JPY,Japan,https://www.tachibana.co.jp,ok
8160.T,"Kisoji Co., Ltd.",Prime,Consumer Cyclical,Restaurants,non_financial,non_financial,,木曽路,Prime,,"Kisoji Co., Ltd.",JPX,Consumer Cyclical,Restaurants,EQUITY,JPY,Japan,https://www.kisoji.co.jp,ok
8163.T,"SRS Holdings Co.,Ltd.",Prime,Consumer Cyclical,Restaurants,non_financial,non_financial,,ＳＲＳホールディングス,Prime,,"SRS Holdings Co.,Ltd.",JPX,Consumer Cyclical,Restaurants,EQUITY,JPY,Japan,https://srs-holdings.co.jp,ok
8167.T,"Retail Partners Co., Ltd.",Prime,Consumer Defensive,Grocery Stores,non_financial,non_financial,,リテールパートナーズ,Prime,,"Retail Partners Co., Ltd.",JPX,Consumer Defensive,Grocery Stores,EQUITY,JPY,Japan,https://www.retailpartners.co.jp,ok
8173.T,"Joshin Denki Co., Ltd.",Prime,Consumer Cyclical,Specialty Retail,non_financial,non_financial,,上新電機,Prime,,"Joshin Denki Co., Ltd.",JPX,Consumer Cyclical,Specialty Retail,EQUITY,JPY,Japan,https://www.joshin.co.jp,ok
8174.T,"Nippon Gas Co., Ltd.",Prime,Utilities,Utilities - Regulated Gas,non_financial,non_financial,,日本瓦斯,Prime,,"Nippon Gas Co., Ltd.",JPX,Utilities,Utilities - Regulated Gas,EQUITY,JPY,Japan,https://www.nichigas.co.jp,ok
8179.T,"ROYAL HOLDINGS Co., Ltd.",Prime,Consumer Cyclical,Restaurants,non_financial,non_financial,,ロイヤルホールディングス,Prime,,"ROYAL HOLDINGS Co., Ltd.",JPX,Consumer Cyclical,Restaurants,EQUITY,JPY,Japan,https://www.royal-holdings.co.jp,ok
8185.T,"Chiyoda Co., Ltd.",Prime,Consumer Cyclical,Apparel Retail,non_financial,non_financial,,チヨダ,Prime,,"Chiyoda Co., Ltd.",JPX,Consumer Cyclical,Apparel Retail,EQUITY,JPY,Japan,https://www.chiyodagrp.co.jp,ok
8194.T,Life Corporation,Prime,Consumer Defensive,Grocery Stores,non_financial,non_financial,,ライフコーポレーション,Prime,,Life Corporation,JPX,Consumer Defensive,Grocery Stores,EQUITY,JPY,Japan,https://www.lifecorp.jp,ok
8200.T,"Ringer Hut Co.,Ltd.",Prime,Consumer Cyclical,Restaurants,non_financial,non_financial,,リンガーハット,Prime,,"Ringer Hut Co.,Ltd.",JPX,Consumer Cyclical,Restaurants,EQUITY,JPY,Japan,https://www.ringerhut.co.jp,ok
8203.T,Mr Max Holdings Ltd.,Prime,Consumer Defensive,Discount Stores,non_financial,non_financial,,ＭｒＭａｘＨＤ,Prime,,Mr Max Holdings Ltd.,JPX,Consumer Defensive,Discount Stores,EQUITY,JPY,Japan,https://www.mrmaxhd.co.jp/company/,ok
8214.T,AOKI Holdings Inc.,Prime,Consumer Cyclical,Apparel Retail,non_financial,non_financial,,ＡＯＫＩホールディングス,Prime,,AOKI Holdings Inc.,JPX,Consumer Cyclical,Apparel Retail,EQUITY,JPY,Japan,https://www.aoki-hd.co.jp,ok
8217.T,"Okuwa Co., Ltd.",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,オークワ,Prime,,"Okuwa Co., Ltd.",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.okuwa.net,ok
8218.T,"Komeri Co.,Ltd.",Prime,Consumer Cyclical,Home Improvement Retail,non_financial,non_financial,,コメリ,Prime,,"Komeri Co.,Ltd.",JPX,Consumer Cyclical,Home Improvement Retail,EQUITY,JPY,Japan,https://www.komeri.bit.or.jp,ok
8219.T,"Aoyama Trading Co., Ltd.",Prime,Consumer Cyclical,Apparel Retail,non_financial,non_financial,,青山商事,Prime,,"Aoyama Trading Co., Ltd.",JPX,Consumer Cyclical,Apparel Retail,EQUITY,JPY,Japan,https://www.aoyama-syouji.co.jp,ok
8227.T,"SHIMAMURA Co., Ltd.",Prime,Consumer Cyclical,Apparel Retail,non_financial,non_financial,,しまむら,Prime,,"SHIMAMURA Co., Ltd.",JPX,Consumer Cyclical,Apparel Retail,EQUITY,JPY,Japan,https://www.shimamura.gr.jp,ok
8233.T,"Takashimaya Company, Limited",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,高島屋,Prime,,"Takashimaya Company, Limited",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.takashimaya.co.jp,ok
8237.T,"Matsuya Co., Ltd.",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,松屋,Prime,,"Matsuya Co., Ltd.",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.matsuya.com,ok
8242.T,H2O Retailing Corporation,Prime,Consumer Defensive,Grocery Stores,non_financial,non_financial,,エイチ・ツー・オー　リテイリング,Prime,,H2O Retailing Corporation,JPX,Consumer Defensive,Grocery Stores,EQUITY,JPY,Japan,https://www.h2o-retailing.co.jp,ok
8252.T,"Marui Group Co., Ltd.",Prime,Financial Services,Credit Services,leasing,leasing,,丸井グループ,Prime,,"Marui Group Co., Ltd.",JPX,Financial Services,Credit Services,EQUITY,JPY,Japan,https://www.0101maruigroup.co.jp,ok
8253.T,"Credit Saison Co., Ltd.",Prime,Financial Services,Credit Services,leasing,leasing,,クレディセゾン,Prime,,"Credit Saison Co., Ltd.",JPX,Financial Services,Credit Services,EQUITY,JPY,Japan,https://corporate.saisoncard.co.jp,ok
8255.T,Axial Retailing Inc.,Prime,Consumer Defensive,Grocery Stores,non_financial,non_financial,,アクシアル　リテイリング,Prime,,Axial Retailing Inc.,JPX,Consumer Defensive,Grocery Stores,EQUITY,JPY,Japan,https://www.axial-r.com,ok
8267.T,"Aeon Co., Ltd.",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,イオン,Prime,,"Aeon Co., Ltd.",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.aeon.info,ok
8273.T,"Izumi Co., Ltd.",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,イズミ,Prime,,"Izumi Co., Ltd.",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.izumi.co.jp,ok
8276.T,"Heiwado Co.,Ltd.",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,平和堂,Prime,,"Heiwado Co.,Ltd.",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.heiwado.jp,ok
8278.T,"Fuji Co., Ltd.",Prime,Consumer Cyclical,Department Stores,non_financial,non_financial,,フジ,Prime,,"Fuji Co., Ltd.",JPX,Consumer Cyclical,Department Stores,EQUITY,JPY,Japan,https://www.the-fuji.com,ok
8281.T,"Xebio Holdings Co., Ltd.",Prime,Consumer Cyclical,Specialty Retail,non_financial,non_financial,,ゼビオホールディングス,Prime,,"Xebio Holdings Co., Ltd.",JPX,Consumer Cyclical,Specialty Retail,EQUITY,JPY,Japan,https://www.xebio.co.jp,ok
8282.T,K's Holdings Corporation,Prime,Consumer Cyclical,Specialty Retail,non_financial,non_financial,,ケーズホールディングス,Prime,,K's Holdings Corporation,JPX,Consumer Cyclical,Specialty Retail,EQUITY,JPY,Japan,https://www.ksdenki.co.jp,ok
8283.T,Paltac Corporation,Prime,Consumer Defensive,Household & Personal Products,non_financial,non_financial,,ＰＡＬＴＡＣ,Prime,,Paltac Corporation,JPX,Consumer Defensive,Household & Personal Products,EQUITY,JPY,Japan,https://www.paltac.co.jp,ok
8303.T,SBI SHINSEI BANK LTD,Prime,Financial Services,Banks - Regional,bank,regional_bank,,ＳＢＩ新生銀行,Prime,,SBI SHINSEI BANK LTD,JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.sbishinseibank.co.jp,ok
8304.T,"Aozora Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,あおぞら銀行,Prime,,"Aozora Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.aozorabank.co.jp,ok
8306.T,"Mitsubishi UFJ Financial Group, Inc.",Prime,Financial Services,Banks - Diversified,bank,major_bank,,三菱ＵＦＪフィナンシャル・グループ,Prime,,"Mitsubishi UFJ Financial Group, Inc.",JPX,Financial Services,Banks - Diversified,EQUITY,JPY,Japan,https://www.mufg.jp,ok
8308.T,"Resona Holdings, Inc.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,りそなホールディングス,Prime,,"Resona Holdings, Inc.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.resona-gr.co.jp,ok
8309.T,"Sumitomo Mitsui Trust Group, Inc.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,三井住友トラストグループ,Prime,,"Sumitomo Mitsui Trust Group, Inc.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.smtg.jp,ok
8316.T,"Sumitomo Mitsui Financial Group, Inc.",Prime,Financial Services,Banks - Diversified,bank,major_bank,,三井住友フィナンシャルグループ,Prime,,"Sumitomo Mitsui Financial Group, Inc.",JPX,Financial Services,Banks - Diversified,EQUITY,JPY,Japan,https://www.smfg.co.jp,ok
8331.T,"The Chiba Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,千葉銀行,Prime,,"The Chiba Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.chibabank.co.jp,ok
8334.T,"The Gunma Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,群馬銀行,Prime,,"The Gunma Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.gunmabank.co.jp,ok
8336.T,"The Musashino Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,武蔵野銀行,Prime,,"The Musashino Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.musashinobank.co.jp,ok
8337.T,"The Chiba Kogyo Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,千葉興業銀行,Prime,,"The Chiba Kogyo Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.chibakogyo-bank.co.jp,ok
8338.T,"Tsukuba Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,筑波銀行,Prime,,"Tsukuba Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.tsukubabank.co.jp,ok
8341.T,"The 77 Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,七十七銀行,Prime,,"The 77 Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.77bank.co.jp,ok
8343.T,"The Akita Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,秋田銀行,Prime,,"The Akita Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.akita-bank.co.jp,ok
8344.T,"The Yamagata Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,山形銀行,Prime,,"The Yamagata Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.yamagatabank.co.jp,ok
8345.T,"The Bank of Iwate, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,岩手銀行,Prime,,"The Bank of Iwate, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.iwatebank.co.jp,ok
8346.T,"The Toho Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,東邦銀行,Prime,,"The Toho Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.tohobank.co.jp,ok
8354.T,"Fukuoka Financial Group, Inc.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,ふくおかフィナンシャルグループ,Prime,,"Fukuoka Financial Group, Inc.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.fukuoka-fg.com,ok
8358.T,Suruga Bank Ltd.,Prime,Financial Services,Banks - Regional,bank,regional_bank,,スルガ銀行,Prime,,Suruga Bank Ltd.,JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.surugabank.co.jp,ok
8359.T,"Hachijuni Nagano Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,八十二長野銀行,Prime,,"Hachijuni Nagano Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://bank.82group.jp,ok
8360.T,"The Yamanashi Chuo Bank,Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,山梨中央銀行,Prime,,"The Yamanashi Chuo Bank,Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.yamanashibank.co.jp,ok
8361.T,"The Ogaki Kyoritsu Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,大垣共立銀行,Prime,,"The Ogaki Kyoritsu Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.okb.co.jp,ok
8362.T,"The Fukui Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,福井銀行,Prime,,"The Fukui Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.fukuibank.co.jp,ok
8364.T,"The Shimizu Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,清水銀行,Prime,,"The Shimizu Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.shimizubank.co.jp,ok
8366.T,"The Shiga Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,滋賀銀行,Prime,,"The Shiga Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.shigagin.com,ok
8367.T,"The Nanto Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,南都銀行,Prime,,"The Nanto Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.nantobank.co.jp,ok
8368.T,"The Hyakugo Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,百五銀行,Prime,,"The Hyakugo Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.hyakugo.co.jp,ok
8370.T,"The Kiyo Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,紀陽銀行,Prime,,"The Kiyo Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.kiyobank.co.jp,ok
8377.T,"Hokuhoku Financial Group, Inc.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,ほくほくフィナンシャルグループ,Prime,,"Hokuhoku Financial Group, Inc.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.hokuhoku-fg.co.jp,ok
8381.T,"The San-in Godo Bank,Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,山陰合同銀行,Prime,,"The San-in Godo Bank,Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.gogin.co.jp,ok
8386.T,"The Hyakujushi Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,百十四銀行,Prime,,"The Hyakujushi Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.114bank.co.jp,ok
8387.T,"The Shikoku Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,四国銀行,Prime,,"The Shikoku Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.shikokubank.co.jp,ok
8388.T,"The Awa Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,阿波銀行,Prime,,"The Awa Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.awabank.co.jp,ok
8392.T,"The Oita Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,大分銀行,Prime,,"The Oita Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.oitabank.co.jp,ok
8393.T,"The Miyazaki Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,宮崎銀行,Prime,,"The Miyazaki Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.miyagin.co.jp,ok
8395.T,The Bank of Saga Ltd.,Prime,Financial Services,Banks - Regional,bank,regional_bank,,佐賀銀行,Prime,,The Bank of Saga Ltd.,JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.sagabank.co.jp,ok
8399.T,"Bank of The Ryukyus, Limited",Prime,Financial Services,Banks - Regional,bank,regional_bank,,琉球銀行,Prime,,"Bank of The Ryukyus, Limited",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.ryugin.co.jp,ok
8410.T,"Seven Bank, Ltd.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,セブン銀行,Prime,,"Seven Bank, Ltd.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.sevenbank.co.jp,ok
8411.T,"Mizuho Financial Group, Inc.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,みずほフィナンシャルグループ,Prime,,"Mizuho Financial Group, Inc.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.mizuho-fg.co.jp,ok
8418.T,"Yamaguchi Financial Group, Inc.",Prime,Financial Services,Banks - Regional,bank,regional_bank,,山口フィナンシャルグループ,Prime,,"Yamaguchi Financial Group, Inc.",JPX,Financial Services,Banks - Regional,EQUITY,JPY,Japan,https://www.ymfg.co.jp,ok
